company_name_id,company_name,url,contact_first_name,contact_last_name,contact_title,contact_email,contact_phone,city,state,country,zip_code,year_founded,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,financial_info,source_count,data_types,data_comments,example_uses,data_impacts,date_created,last_updated,display,survey_submitted,vetted,vettedByCompany,submitted_through_website,locked,notes
ppomppu,ppomppu,http://www.ppomppu.co.kr,,,,,,Geumcheon-gu,Seoul,kr,08512,2005,11 - 50,Private,Advertising,"Lifestyle/Consumer, Media",,"Citizen engagement and participation, Consumer empowerment",,,,,,,,[],2016-02-03 14:39:55.312931,2016-02-03 14:39:55.542505,True,,,,,,
r114,R114,https://play.google.com/store/apps/details?id=com.strastar.bds114,,,,,,Seongnam-si,Gyeonggi-do,kr,13494,1999,,Private,Housing/Real Estate,Advertising,,Consumer empowerment,We provide comprehensive real-estate solutions to help customers make smooth real-estate dealings and wise judgments of real-estate investment by offering information and market analysis ,,,,,,,[],2016-02-03 14:40:39.876703,2016-02-03 14:40:40.016689,True,,,,,,
raonbit,raonbit,http://www.raonbit.com,,,,,,Anyang-si,Gyeonggi-do,kr,14047,2012,1 - 10,Private,Data/Technology,Software licensing,,,A high-performance big data analysis platform to analyze high-capacity real-time data and batch data easily and quickly using analysis tools  ,,,,,,,[],2016-02-03 14:39:43.168205,2016-02-03 14:39:43.168443,True,,,,,,
realsem-inc,REALSEM Inc.,http://www.realsem.co.kr,,,,,,Gangnam-gu,Seoul,kr,06171,2015,1 - 10,Private,Education,"Advertising, Transaction fee",,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Financial access, Good governance, Public safety",,,,,,,,[],2016-02-03 14:40:40.092515,2016-02-03 14:40:40.092754,True,,,,,,
realweb,realweb,http://www.realweb21.com,,,,,,Gangnam-gu,Seoul,kr,06121,2000,11 - 50,Private,Data/Technology,"Consulting, Data analysis for clients",,Public safety,"Realweb, Inc. has focused on the development of BPM software for information sharing / exchange promotion, business flow improvement, total resource management optimization, inter-organizational cooperation, organizational competitiveness reinforcement and management efficiency enhancement, and is considered to have best technical skills in the same industry.",,,,,,,[],2016-02-03 14:40:12.172225,2016-02-03 14:40:14.167953,True,,,,,,
redcap-tour,redcap tour,http://www.redcaptour.com,,,,,,Jung-gu,Seoul,kr,04551,,,Private,Business/Legal Services,Advertising,,Travel information ,REDCAP TOUR is a website that offers information on travel places and goods to overseas travelers. ,,,,,,,[],2016-02-03 14:40:32.758262,2016-02-03 14:40:32.911850,True,,,,,,
redtable,redtable,www.redtable.kr,,,,,,Gwangjin-gu,Seoul,kr,05006,2011,1 - 10,Private,Data analysis for clients,"Data/Technology, Food/Agriculture, Geospatial/Mapping, Transportation",,"Consumer empowerment, Food access and supply",A service to provide the rankings of Asian restaurants through the analysis of big data   ,,,,,,,[],2016-02-03 14:39:40.401016,2016-02-03 14:39:40.627893,True,,,,,,
retown,retown,www.retown.co.kr,,,,,,Pyeongtaek-si,Gyeonggi-do,kr,17917,2008,1 - 10,Private,S/W licensing,"Housing/Real Estate, Application development",,Consumer empowerment,,,,,,,,[],2016-02-03 14:39:50.284658,2016-02-03 14:39:50.425569,True,,,,,,
richslide,richslide,www.richslide.com,,,,,,Geumcheon-gu,Seoul,kr,08506,2013,1 - 10,Private,Advertising,"Data/Technology, Media",,"Consumer empowerment, Financial access",,,,,,,,[],2016-02-03 14:39:42.767324,2016-02-03 14:39:43.143835,True,,,,,,
roughwave-information-inc,RoughWave Information Inc.,www.mmooc.co.kr,,,,,,Geumcheon-gu,Seoul,kr,08506,2008,1 - 10,Private,Data/Technology,"Government contract, User fees for web or mobile access",,"Educational opportunity, Public safety",We have developed marine safety contents in 3 D environment and advertise them by means of app and Internet. We manufacture VR contents and do general travel business. ,,,,,,,[],2016-02-03 14:40:17.787902,2016-02-03 14:40:17.938157,True,,,,,,
rwaveco,RWAVE.CO,www.rwave.co.kr,,,,,,Geumcheon-gu,Seoul,kr,08506,2008,1 - 10,Private,Data/Technology,Government contract,,"Educational opportunity, Public safety","RWAVE Co., Ltd. has concentrated on marine 3D/VR and mobile-based application software since its foundation in 2003. We established our research institute in 2012 and were Inno-Biz certified by Small and Medium Business Administration in 2013. We registered a patent of a ship anti-collision system in 2013, and applied for a patent of an educational experience system for fostering marine professional manpower and a patent of group member management terminal, method and system in 2014. We have completed the development of a marine MOOC system which was selected as an industry-academic cooperation project by Small and Medium Business Administration in 2014.
We currently develop travel apps and services for rummage sale at the Travel Business Division.     ",,,,,,,[],2016-02-03 14:40:24.013470,2016-02-03 14:40:24.340909,True,,,,,,
saltlux,saltlux,www.saltlux.com,,,,,,Gangnam-gu,Seoul,kr,06147,2000,51-200,Private,Data/Technology,Data analysis for clients,,Public safety,"Saltlux dreams of ""a world where machines and humans, and humans and humans freely communicate with each other, getting over the barriers of information and language"". We provide smart data solutions/services based on smart intelligence and big data technology and language and text services including multi-language localization.",,,,,,,[],2016-02-03 14:39:43.458029,2016-02-03 14:39:43.458265,True,,,,,,
saman,saman,http://www.samaneng.com/,,,,,,Gwacheon-si,Gyeonggi-do,kr,13837,1967,1001 - 5000,Private,Consulting,"Governance, Transportation",,"Good governance, Public safety",Saman aims at quality management for customer satisfaction with more than thousand technicians. We do our utmost to contribute to the construction of a 21st century type advanced country on the basis of the priority of technology and the future-oriented and environment-friendly corporate spirit.,,,,,,,[],2016-02-03 14:39:43.786751,2016-02-03 14:39:43.786986,True,,,,,,
samocns,samocns,www.samocns.kr,,,,,,Nowon-gu,Seoul,kr,01811,2013,1 - 10,Private,Data analysis for clients,"Data/Technology, Environment/Weather, Food/Agriculture",,Environment and climate change,"Samocns, Inc. concentrates on information security related business in addition to the development of disaster safety solutions using smart device, big data based platforms and IoT network based service platforms, on the basis of Technology, Everlasting, Convergence and Humanism.",,,,,,,[],2016-02-03 14:39:51.511287,2016-02-03 14:39:51.511526,True,,,,,,
sampost,SAMPOST,http://www.sampost.co.kr,,,,,,Mapo-gu,Seoul,kr,03925,2014,1 - 10,Private,Data/Technology,Using Application service,,Consumer empowerment,Users are provided with sightseeing information and photos using an app sending photos taken with a smart phone by postcards and TOUR API 3.0.  ,,,,,,,[],2016-02-03 14:39:37.278530,2016-02-03 14:39:37.402958,True,,,,,,
samsung-electronics-digital-appliances-,SAMSUNG Electronics digital appliances ,https://play.google.com/store/apps/details?id=com.samsung.smarthome.airpurifier&hl=ko,,,,,,,,kr,00000,2015,,Private,Business/Legal Services,,,Healthcare access,"We provide information on galaxy, TV, PC, home appliances, accessories, consumables, online store and customer service",,,,,,,[],2016-02-03 14:40:33.277743,2016-02-03 14:40:33.429852,True,,,,,,
sandeul-informationtechnology,sandeul information&technology,www.sdinfo.co.kr,,,,,,Dong-gu,Daegu,kr,41256,2000,1 - 10,Private,Information and Communication,Information and Communication,,Good governance,We can look at the world from the middle of u-life                                                                   We can look at the world from the middle of u-life by developing and distributing an interface that can receive information necessary for mankind anytime and anywhere.    ,,,,,,,[],2016-02-03 14:39:54.955648,2016-02-03 14:39:54.955736,True,,,,,,
sayinfo,sayinfo,http://www.sayinfo.co.kr,,,,,,Yesan-gun,Chungcheongnam-do,kr,32435,2007,51 - 200,Private,Consulting,"Data/Technology, Governance",,"Citizen engagement and participation, Good governance, Public safety",,,,,,,,[],2016-02-03 14:39:40.722498,2016-02-03 14:39:40.858160,True,,,,,,
sbis-,SBIS ,http://www.sbis.co.kr,,,,,,Yeongdeungpo-gu,Seoul,kr,07332,2003,11 - 50,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We provide reliable systems for customers who want to build best systems, develop ERP, perform a combined business based on solutions such as ETL and EAI, and other projects with domestic leading enterprises in analysis systems, such as DW and OLAP",,,,,,,[],2016-02-03 14:40:25.168637,2016-02-03 14:40:25.308404,True,,,,,,
sbis-lab-,SBIS lab ,https://play.google.com/store/apps/details?id=kr.sbisapp.NewToEat,,,,,,,,kr,00000,2015,,,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We let you know today's menu and weather information at a stroke. According to a survey result, most people would like to eat different food according to weather. The result led to the birth of an application for food menu recommendation according to weather.  ",,,,,,,[],2016-02-03 14:40:37.754551,2016-02-03 14:40:37.922657,True,,,,,,
seeders,seeders,http://www.seeders.co.kr,,,,,,Yuseong-gu,Daejeon,kr,34015,2010,1 - 10,Private,Consulting,"Data/Technology, Food/Agriculture, Scientific Research",,"Educational opportunity, Food access and supply","Seeders, Inc. is based on the support to efficient breeding. We will do our best to bridge the gap between research and practice by analyzing the existing knowledge and gene information necessary for breeding using bioinformatics technology and applying them to breeding fields. ",,,,,,,[],2016-02-03 14:39:53.521888,2016-02-03 14:39:53.691414,True,,,,,,
sensoft-,Sensoft ,https://play.google.com/store/apps/details?id=net.sensoft.biddoctor.v11,,,,,,Jeonju-si,Jeollabuk-do,kr,54966,2002,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients",,,This app has been developed for bid at the NARA Market (g2b) of the Public Procurement Service,,,,,,,[],2016-02-03 14:40:02.390837,2016-02-03 14:40:02.677384,True,,,,,,
seri,SERI,http://www.seri.org,,,,,,Seocho-gu,Seoul,kr,06620,2006,,Private,Data/Technology,etc,,etc,"We offer domestic and foreign statistical and research data on economic indexes, business barometers, industrial trends, trade conditions and international balance of trade.",,,,,,,[],2016-02-03 14:40:31.191734,2016-02-03 14:40:31.191971,True,,,,,,
shinyoung,SHINYOUNG,www.syesd.co.kr,,,,,,Anyang-si,Gyeonggi-do,kr,14047,2009,11 - 50,Private,Data/Technology,"Data analysis for clients, Government contract",,"Financial access, Good governance, Public safety","Information Specialist Company
Sustainability Management Company
Service Oriented Company",,,,,,,[],2016-02-03 14:39:57.659603,2016-02-03 14:39:57.659841,True,,,,,,
siriussoft,siriussoft,http://www.siriussoft.net,,,,,,Gangnam-gu,Seoul,kr,06166,2006,,Private,Data/Technology,"Consulting, Data analysis for clients",,Public safety,We specialize in developing patent information systems ,,,,,,,[],2016-02-03 14:40:27.067913,2016-02-03 14:40:27.201073,True,,,,,,
sjglobe,sjglobe,www.sjglobe.com,,,,,,Anyang-si,Gyeonggi-do,kr,14057,1977,11 - 50,Private,Discount store,"Education, Geospatial/Mapping",,Educational opportunity,"Seojeon Globe has been dedicated to making a better globe since 1977 through diverse technologies and innovations, and geographical knowledge. We create the innovative globe in high-tech manufacturing and geographic content. 
We are passionate about innovative globes and proud of making the educational products to create more added values in geographic globe.",,,,,,,[],2016-02-03 14:39:37.478778,2016-02-03 14:39:37.604320,True,,,,,,
smart-casting,Smart Casting,,,,,,,,,kr,00000,,1 - 10,Private,Data/Technology,"Consulting, User fees for web or mobile access",,"Citizen engagement and participation, Public safety",,,,,,,,[],2016-02-03 14:40:00.405075,2016-02-03 14:40:01.545403,True,,,,,,
smart-han,Smart HAN,,,,,,,,,kr,00000,2013,1 - 10,Private,Education,Consulting,,Educational opportunity,,,,,,,,[],2016-02-03 14:40:20.975747,2016-02-03 14:40:21.104067,True,,,,,,
smartbizon,smartbizon,www.smartbizon.co.kr,,,,,,Chuncheon-si,Gangwon-do,kr,24341,2013,11 - 50,Private,Data/Technology,"Data analysis for clients, Government contract",,,"SmartBizOn is a platform business company that provides B2B Service Application (SaaS)s on the basis of corporate Process Platform (PaaS) led by electronic document distribution, and creates new values with mass B2B transaction information (Big Data). ",,,,,,,[],2016-02-03 14:39:56.943833,2016-02-03 14:39:56.944002,True,,,,,,
smartvia,smart-via,http://www.smart-via.com,,,,,,Dong-gu,Daegu,kr,41078,2010,1 - 10,Private,Data/Technology,"Consulting, Software licensing",,"Citizen engagement and participation, Healthcare access","Smart-via, Inc. is a mobile service company whose name is a compound of Smart and Via of a Roman road ""Via Appia"". ",,,,,,,[],2016-02-03 14:40:10.795745,2016-02-03 14:40:11.520579,True,,,,,,
smg,SMG,,,,,,,,,kr,00000,,1 - 10,Private,,,,,,,,,,,,[],2016-02-03 14:39:42.120515,2016-02-03 14:39:42.120749,True,,,,,,
snbsoft,snbsoft,www.talkyple.com,,,,,,Seocho-gu,Seoul,kr,06646,2012,1 - 10,Private,Advertising,"Data/Technology, Geospatial/Mapping, Lifestyle/Consumer, Transportation",,Acquisition of foreign currencies,"Snbsoft, Inc. is a South Korea's best internet map service provider. We make efforts to offer services that meet the requirements of all customers and to enable to use best GIS service in various environments together with partners.  ",,,,,,,[],2016-02-03 14:39:50.502625,2016-02-03 14:39:50.502864,True,,,,,,
snsinsight,snsinsight,http://snsinsight.co.kr/,,,,,,Seongnam-si,Gyeonggi-do,kr,13558,2013,1 - 10,Private,Advertising,"Data/Technology, Governance, Media, Consulting",,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Good governance","This is a SNS Insight Ltd. website which provides an infoblic app service, smart phone public information advice note. Currently, the Android app market provides the infoblic app service. ",,,,,,,[],2016-02-03 14:39:38.484331,2016-02-03 14:39:38.484568,True,,,,,,
softpub-,Softpub ,https://play.google.com/store/apps/details?id=com.softpub.poolzadrive,,,,,,,,kr,00000,,,,Education,,,Educational opportunity,"Poolza Driver License offers an optimum CBT environment in which you can solve 700 latest questions of the driver's license test (implemented from September 1, 2014) free of charge on mobile equipment. ",,,,,,,[],2016-02-03 14:40:38.107804,2016-02-03 14:40:38.231642,True,,,,,,
softworx,softworx,https://play.google.com/store/apps/details?id=com.softworx.cai,,,,,,Guro-gu,Seoul,kr,08354,2014,1 - 10,Private,Environment/Weather,"Advertising, Software licensing",,Consumer empowerment,"Now, air pollution information has become as important as weather information due to air pollution, fine dust and yellow dust from China by drastic industrialization. We offer information on air pollution and fine dust easily with graphs and four-stage (good, normal, bad and very bad) colors on the basis of real-time information on air pollution and fine dust provided by Korea Envirionment Corporation (Air-Korea)  ",,,,,,,[],2016-02-03 14:39:57.991980,2016-02-03 14:39:57.992075,True,,,,,,
solugen,solugen,www.solugen.kr,,,,,,Guro-gu,Seoul,kr,08377,2007,11 - 50,Private,Consulting,"Data/Technology, Energy",,"Financial access, Healthcare access","We have equipment, solution, workforce etc to analyze big data, and perform a task to lay a data-based management groundwork using big data together with domestic major financial institutions and conglomerates.  ",,,,,,,[],2016-02-03 14:39:51.094854,2016-02-03 14:39:51.095093,True,,,,,,
sonartech,sonartech,http://www.sonartech.com,,,,,,Nam-gu,Busan,kr,48428,2000,11 - 50,Private,,,,,"Sonartech, Inc. was established in the campus of Korea Maritime and Ocean University to develop maritime measurement and exploration equipment for the first time in South Korea, to produce domestic products better in performance than imported ones, and thus to secure a bridgehead for improving domestic maritime exploration technology. ",,,,,,,[],2016-02-03 14:40:04.045961,2016-02-03 14:40:04.170086,True,,,,,,
spacosa,spacosa,www.spacosa.com,,,,,,Seongdong-gu,Seoul,kr,04763,2012,11 - 50,Private,Data/Technology,Software licensing,,Public safety,"We keep your family and valuables safe by knowing where they are and making sure they are where they should be.
We use a own unique pinging logic to get a precise location. Our unique logic and distributed processing system is the key to quickly updated, precise location awareness.
Our mission is to help you stay connected with people and keep track of the things that are important to you. Avoid the pain of loss - Come be happy with us",,,,,,,[],2016-02-03 14:39:53.722178,2016-02-03 14:39:54.761430,True,,,,,,
standbyme,standbyme,www.standbyme.kr,,,,,,Geumcheon-gu,Seoul,kr,08513,2013,1 - 10,Private,Product production and sale,Product production and sale,,,"STANDBYME, a maker of ""Lighting Equipment of Desire"" ",,,,,,,[],2016-02-03 14:39:37.628577,2016-02-03 14:39:37.628813,True,,,,,,
station3,station3,https://play.google.com/store/apps/details?id=kr.co.station3.dabang,,,,,,,,kr,00000,,,Private,Data/Technology,Advertising,,Consumer empowerment,"Search for Studio Apartments, Efficiency Apartments, Apartments / Rooms by Key-Money Lease or Monthly Rent across the Country",,,,,,,[],2016-02-03 14:40:33.911870,2016-02-03 14:40:34.146383,True,,,,,,
studio,Studio,studiod.kr,,,,,,Yongin-si,Gyeonggi-do,kr,00000,2015,1 - 10,Private,Data/Technology,"Subscriptions, User fees for web or mobile access",,"Citizen engagement and participation, Educational opportunity",,,,,,,,[],2016-02-03 14:39:57.551286,2016-02-03 14:39:57.551521,True,,,,,,
superapps,SuperApps,http://superapps.co.kr/,,,,,,Geumcheon-gu,Seoul,kr,08513,2014,1 - 10,Private,Data/Technology,"Advertising, Data analysis for clients, Membership fees",,"Educational opportunity, Enhancing household income",We help exam applicants save time in searching data and preparing for exams efficiently by providing them with expected questions by big data analysis.,,,,,,,[],2016-02-03 14:40:16.323449,2016-02-03 14:40:16.613254,True,,,,,,
sustinvest,sustinvest,http://sustinvest.com,,,,,,Seongdong-gu,Seoul,kr,04790,2006,,Private,Data/Technology ,Data analysis for clients,,Financial access,"As a leader in the domestic IT industry, we play a role of a think tank that supports an investment strategy decision-making for finding corporate non-financial risks and promoting the opportunities of sustainable development on the basis of expertise on information analysis of corporate Environment, Society and Governance Structure (ESG).       ",,,,,,,[],2016-02-03 14:40:30.575109,2016-02-03 14:40:30.699877,True,,,,,,
sweettracker,sweetTracker,https://play.google.com/store/apps/details?id=com.sweettracker.smartparcel,,,,,,,,kr,00000,2011,1 - 10,Private,Data/Technology,Consulting,,"Citizen engagement and participation, Consumer empowerment","Smart home delivery service - home delivery check, shopping management and smishing block",,,,,,,[],2016-02-03 14:40:14.347036,2016-02-03 14:40:14.466820,True,,,,,,
talk-talk-healing,talk talk healing,http://tth.kr,,,,,,Suyeong-gu,Busan,kr,48292,,1 - 10,Private,Data/Technology,Advertising,,Citizen engagement and participation,,,,,,,,[],2016-02-03 14:39:56.998334,2016-02-03 14:39:56.998428,True,,,,,,
tangiblevitz,TangibleVitz,www.tangiblevitz.com,,,,,,Mapo-gu,Seoul,kr,03929,2014,1 - 10,Private,Education,"Advertising, Consulting, Data analysis for clients, Government contract",,"Citizen engagement and participation, Environment and climate change, Good governance, Public safety",We visualize and commercialize data.,,,,,,,[],2016-02-03 14:39:59.632640,2016-02-03 14:39:59.632819,True,,,,,,
tapthing,tapthing,www.tapthing.net,,,,,,Yangcheon-gu,Seoul,kr,07994,2013,1 - 10,Private,Lifestyle/Consumer,,,,Tapthing creates NFC (Near Field Communication) tags and new services for a comfortable world,,,,,,,[],2016-02-03 14:39:57.215400,2016-02-03 14:39:57.215637,True,,,,,,
team-ap,team ap,,,,,,,,,kr,00000,2012,1 - 10,Private,Data/Technology,,,Public contents,,,,,,,,[],2016-02-03 14:40:23.094691,2016-02-03 14:40:23.220440,True,,,,,,
tenqub,tenqub,http://tenqube.com,,,,,,Gwanak-gu,Seoul,kr,08826,2014,1 - 10,Private,Advertising,"Data/Technology, Lifestyle/Consumer",,Financial access,A service to provide a report of household accounts by expenditure sector  ,,,,,,,[],2016-02-03 14:39:47.546482,2016-02-03 14:39:47.817489,True,,,,,,
thatzit,THATZIT,www.thatzit.co.kr,,,,,,Muan-gun,Jeollanam-do,kr,58564,,1 - 10,Private,Lifestyle/Consumer,Advertising,,Citizen engagement and participation,,,,,,,,[],2016-02-03 14:40:19.553936,2016-02-03 14:40:19.708352,True,,,,,,
the-better-tomorrow,the better tomorrow,-,,,,,,Yongin-si,Gyeonggi-do,kr,17057,2014,1 - 10,Private,Data analysis for clients,"Data/Technology, Environment/Weather, Scientific Research, Transportation, Disaster/Safety",,"Environment and climate change, Public safety",,,,,,,,[],2016-02-03 14:39:48.069192,2016-02-03 14:39:48.213208,True,,,,,,
the-eric-consulting-group,The Eric Consulting Group,http://www.the-ecg.com,,,,,,Gangnam-gu,Seoul,kr,06235,2010,,Private,Data/Technology,Consulting,,,"We support the establishment of CRM strategies, including customer differentiation and campaign programming, and offer consulting for data mining, business intelligence, market intelligence, business process innovation, simulation, optimization, fraud detection etc.  ",,,,,,,[],2016-02-03 14:40:30.184742,2016-02-03 14:40:30.184979,True,,,,,,
thechea,TheChea,http://TheCheat.co.kr,,,,,,Guro-gu,Seoul,kr,08393,2006,1 - 10,Private,Data/Technology,"Data analysis for clients, Membership fees, User fees for web or mobile access",,"Consumer empowerment, Financial access, Public safety","TheCheat is a South Korea's first fraud information sharing website that was opened on a nonprofit basis on January 4, 2006. Its objective is to prevent the recurrence of fraud damage by information sharing and to cope with damage collectively.   ",,,,,,,[],2016-02-03 14:39:58.042698,2016-02-03 14:39:58.042866,True,,,,,,
theimc,theimc,www.theimc.co.kr,,,,,,Suseong-gu,Daegu,kr,42033,2003,51 - 200,Private,Consulting,"Data/Technology, Food/Agriculture, Geospatial/Mapping, Consulting",,"Citizen engagement and participation, Food access and supply, Public safety","Theimc, a big data leader, has both expertise and knowhow of big data analysis.    ",,,,,,,[],2016-02-03 14:39:38.535809,2016-02-03 14:39:38.901829,True,,,,,,
touratoz,touratoz,www.touratoz.com,,,,,,Geumcheon-gu,Seoul,kr,08502,2015,1 - 10,Private,Travel,"Advertising, Mediation fee",,Travel Market,We are due to apply Open Api to aviation information at touratoz.com we are building. This will enable b2b employees to enter travel estimates easily and b2b customers to receive information in real time.   ,,,,,,,[],2016-02-03 14:39:59.974966,2016-02-03 14:40:00.140859,True,,,,,,
tpotstudio,tpotstudio,tpotstudio.net,,,,,,Geumcheon-gu,Seoul,kr,08513,2013,1 - 10,Private,Media,Advertising,,Public safety,,,,,,,,[],2016-02-03 14:39:40.288866,2016-02-03 14:39:40.289104,True,,,,,,
travolution,travolution,http://www.travolution.co.kr,,,,,,Mapo-gu,Seoul,kr,03925,2014,,,Lifestyle/Consumer,Advertising,,Lifstye benefits,"This is a booking service for foreign tourists who visit South Korea. Foreign tourists can tickets for museums, theme parks, historic sites etc using websites and smart phone apps.",,,,,,,[],2016-02-03 14:40:36.563828,2016-02-03 14:40:36.863054,True,,,,,,
ubinuri,"Ubinuri,",www.ubi-nuri.com,,,,,,Guro-gu,Seoul,kr,08375,2003,11 - 50,Private,Data/Technology,"Consulting, Software licensing, User fees for web or mobile access, Mobile publishing",,Public contents,"UBINURI, Inc., a global publisher for mobile contents, has distributed domestic and foreign contents since 2003, exports its own distribution platform, and makes an effort to expand the Global Cooperative App-Ecosystem.",,,,,,,[],2016-02-03 14:40:17.121811,2016-02-03 14:40:17.763121,True,,,,,,
umven,umven,www.umven.com,,,,,,,,kr,00000,2014,1 - 10,Private,Data/Technology,Data analysis for clients,,Environment and climate change,This is an app to introduce the experience activities every farming village can enjoy and the neighboring farming houses.,,,,,,,[],2016-02-03 14:39:49.953346,2016-02-03 14:39:50.082776,True,,,,,,
usly-cycle-korea,usly cycle korea,,,,,,,Wonju-si,Gangwon-do,kr,26311,2014,1 - 10,Private,Energy,Product production and sale ,,Environment and climate change,,,,,,,,[],2016-02-03 14:40:14.247060,2016-02-03 14:40:14.247293,True,,,,,,
venster,Venster,http://www.venster.co.kr/,,,,,,Nam-gu,Incheon,kr,22106,,1 - 10,Private,Data/Technology,"Advertising, Consulting, User fees for web or mobile access",,"Citizen engagement and participation, Consumer empowerment",VENSTER is a networking service for venture business. The service enables you to manufacture a wonderful corporate profile page by the mere data input and to post a job opening.,,,,,,,[],2016-02-03 14:40:16.865582,2016-02-03 14:40:17.092535,True,,,,,,
viable-vision-,viable vision ,http://www.vv1.co.kr,,,,,,Seo-gu,Daegu,kr,41796,2006,1 - 10,Private,Data/Technology,"Data analysis for clients, Software licensing",,Citizen engagement and participation,"We will be reborn as a leader of ubiquitous technology by strengthening the quality of customer service with RFID based production history system, high-grade equipment management and BIT fusion bio-integration management and expanding our specialized area with ubiquitous IT infrastructure and solutions.   ",,,,,,,[],2016-02-03 14:40:10.413989,2016-02-03 14:40:10.769360,True,,,,,,
visioninside,visioninside,www.visioninside.co.kr,,,,,,Dongdaemun-gu,Seoul,kr,02454,2010,11 - 50,Private,Consulting,"Data/Technology, Education, Consulting",,"Educational opportunity, Public safety","Visioninside, Inc. offers high quality services to create customer values in survey analysis, information system building, technical transaction, translation and education consulting. ",,,,,,,[],2016-02-03 14:39:51.202018,2016-02-03 14:39:51.485660,True,,,,,,
vtw,vtw,vtw.co.kr,,,,,,Yongsan-gu,Seoul,kr,04323,2000,51-200,Private,,,,Citizen engagement and participation,"Vtw is not limited to consulting service, but offers ICT implementation and outsourcing services as well. This allows customers to acquire strategic insights and implementation capabilities for high quality business and technology.    ",,,,,,,[],2016-02-03 14:40:02.947972,2016-02-03 14:40:03.076690,True,,,,,,
w365,w365,www.w365.com,,,,,,Gangnam-gu,Seoul,kr,06233,1997,,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,Weather information ,,,,,,,[],2016-02-03 14:40:25.690410,2016-02-03 14:40:25.838227,True,,,,,,
walkingplane,walkingplane,http://www.walkingplane.com,,,,,,,,kr,00000,2011,1 - 10,Private,,,,Citizen engagement and participation,"We help brand discover their inner genius resulting in self confidence.
We encourage idea generation in the global context.
We show the ways to success and happiness through design.",,,,,,,[],2016-02-03 14:40:22.124546,2016-02-03 14:40:22.380821,True,,,,,,
weatheri,weatheri,www.weatheri.co.kr,,,,,,Seodaemun-gu,Seoul,kr,03752,2004,,Private,Environment/Weather,Data analysis for clients,,Environment and climate change,"WEATHERI enables to get weather information anywhere more easily and quickly, if mobile phone communication is available. ",,,,,,,[],2016-02-03 14:40:25.518773,2016-02-03 14:40:25.661107,True,,,,,,
webcash,webcash,https://www.webcash.co.kr,,,,,,Yeongdeungpo-gu,Seoul,kr,07228,1999,,Private,Data/Technology,"Consulting, Data analysis for clients",,Financial access,"Webcash has developed iTMS (iTMS Implementation Method & Solution), a consulting methodology using iTMS (Treasury Management Service) package, a fund management service framework.",,,,,,,[],2016-02-03 14:40:26.218969,2016-02-03 14:40:26.219205,True,,,,,,
webma,webma,http://www.mdiwebma.com/webma2/main/,,,,,,,,kr,00000,2007,1 - 10,Private,Data/Technology,"Advertising, Philanthropic grant, Subscriptions",,"Educational opportunity, Public safety",,,,,,,,[],2016-02-03 14:39:57.606332,2016-02-03 14:39:57.606566,True,,,,,,
wedream,wedream,,,,,,,Suwon-si,Gyeonggi-do,kr,00000,2015,1 - 10,Non-profit,Education,"Consulting, Contributions/Donations, Philanthropic grant",,"Consumer empowerment, Educational opportunity, Environment and climate change, Public safety",,,,,,,,[],2016-02-03 14:40:08.807401,2016-02-03 14:40:08.807635,True,,,,,,
wejudeeye,wejudeeye,,,,,,,Yeongdeungpo-gu,Seoul,kr,07290,2015,1 - 10,Private,Data/Technology,"Advertising, Data analysis for clients, Subscriptions, Mediation fee",,"Consumer empowerment, Educational opportunity",,,,,,,,[],2016-02-03 14:40:02.170615,2016-02-03 14:40:02.170853,True,,,,,,
whosgood,whosgood,http://www.whosgood.org,,,,,,Mapo-gu,Seoul,kr,03925,2014,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients",,"Consumer empowerment, Environment and climate change, Public safety",Who's Goodg analyzes Environmental,,,,,,,[],2016-02-03 14:40:15.172222,2016-02-03 14:40:16.297724,True,,,,,,
widecube,widecube,http://www.widecube.co.kr,,,,,,Geumcheon-gu,Seoul,kr,08503,2009,,Private,Data/Technology ,Consulting,,Consumer empowerment,"We are an IC and logistics/distribution company that focuses on IC construction, wireless communication-based service, home delivery, logistics, marketing, distribution and manufacture  ",,,,,,,[],2016-02-03 14:40:30.726235,2016-02-03 14:40:30.875950,True,,,,,,
winwinsteel,winwinsteel.,http://winwinsteel.wix.com/winwinsteel,,,,,,Anyang-si,Gyeonggi-do,kr,13963,2015,1 - 10,Private,Business/Legal Services,Product production and sale,,Consumer empowerment,"As a steel pipe provider, Winwinsteel has been faithful to promises with customers by supplying diverse products and responding to needs quickly for many years.",,,,,,,[],2016-02-03 14:39:55.107812,2016-02-03 14:39:55.107906,True,,,,,,
